Date,movement_percentage,Open,High,Low,Close,Volume,Adj Close
2012-09-05,0.0010887490399831012,-0.0007259375404821133,0.005081030482408266,-0.010646079813884324,0.048516754794597,6234700,0.03989207912347464
2012-09-06,0.024652580060423007,0.009667709969788607,0.02634441087613304,0.007250731117824705,1.6823765179391525,6982600,1.6782018835765575
2012-09-07,0.03903758651919341,0.029130805175954677,0.04304754047591053,0.02311592141625285,2.679798508666066,10698000,2.678349085516266
2012-09-10,-0.01135073805563537,-0.0018160726859492993,0.006015879818748626,-0.011577707413795935,-0.8140075699663958,5591600,-0.8250167266615379
2012-09-11,0.017221584781207458,0.0068886224314264055,0.02319179157730855,0.0035591964077887894,1.1671290534544576,5877800,1.1615688426375628
2012-09-12,0.005869131057993902,0.010045146953615136,0.018510158431380486,0.0006772686383129667,0.37997702646742537,6016400,0.3722292124965834
2012-09-13,0.017504454078620373,-0.005498271807733102,0.02075850468721363,-0.009201076889550741,1.1867425349325444,7836600,1.1812101251281382
2012-09-14,0.027459175121305687,0.016872507719452923,0.03970003308337011,0.014336160123511021,1.8769791161940277,11375700,1.8733228941299385
2012-09-17,-0.012665021201352895,-0.002468562895107107,0.003541934174990491,-0.01545556542783233,-0.9051368242588891,7996500,-0.9163897872004116
2012-09-18,0.0117404285626791,-0.0023915752232106513,0.011740428562679206,-0.0023915752232106513,0.7870787724456261,6596500,0.7804649466826751
2012-09-19,0.009347824218330436,0.0024712904265606905,0.01246376920597414,-0.0027936177071021806,0.6211813017005104,6785200,0.614110920446014
2012-09-20,-0.014903139985030052,-0.010112880346755837,-0.010112880346755837,-0.02863531980763645,-1.0603226352000745,7094100,-1.0719903841979188
2012-09-21,-0.008861032971028467,0.009509368818787944,0.009509368818787944,-0.012643159578094254,-0.641377365807018,10786300,-0.6519192882058071
2012-09-24,-0.009267313461978696,-0.01384653277533221,0.0006541430369151335,-0.01384653277533221,-0.6695478846898961,8604700,-0.6801481098126121
2012-09-25,-0.042478275256577214,-0.02432044598920058,-0.014526245806330551,-0.04258834458275518,-2.9723166545243696,13936300,-2.98924585601514
2012-09-26,-0.0006896333596223094,-0.0012642224741012953,0.010573474070256994,-0.013906435722182753,-0.07479203330863855,8864800,-0.08375504739690365
2012-09-27,-0.00034501438798197374,0.010235756534873852,0.011500862961501879,-0.002300138089711412,-0.05089697690244167,7585300,-0.05984255507562511
2012-09-28,-0.010124217904376884,-0.006442671570241032,-0.00379661766674233,-0.017142177108655732,-0.7289635920967154,7519300,-0.7397203510954102
2012-10-01,-0.006624825585485609,0.007903300698473892,0.012900987762656912,-0.00929803568923715,-0.4863240866472789,7385000,-0.49642306662185076
2012-10-02,0.0,0.00187195505005322,0.005381993619024472,-0.013104048050730621,-0.026974503271532797,8819000,-0.03582479108198527
2012-10-03,-0.002223025597016112,0.0004680121625364464,0.0019889785657076775,-0.0107639872380485,-0.18111378869818995,5584500,-0.1903878015052883
2012-10-04,0.007973733676990223,0.0028142354926621316,0.014305828028914558,-0.000938109767097961,0.5259051454394241,5076900,0.5185649606429789
2012-10-05,-0.006165646884197724,0.01035364134892558,0.016053943881502386,-0.011051617159744231,-0.4544857322015842,6547700,-0.46450979953983096
2012-10-08,0.00011707830972726286,-0.00573566662764835,0.004448062741425618,-0.011705489874751285,-0.01885657290467227,4532600,-0.02769105890140231
2012-10-09,-0.008075865915827188,0.0032771417772203826,0.008309924899112087,-0.011001895809880757,-0.5869357574909819,5810600,-0.5973025459157894
2012-10-10,-0.01876101474926253,-0.010147504424778742,-0.004483740412979387,-0.025368755162241907,-1.3278184572106253,10634900,-1.3402179735966473
2012-10-11,-0.0037278256985172984,0.002765692507662676,0.0064934220060883785,-0.010942808516459457,-0.28545303367435026,7643800,-0.2950110220818056
2012-10-12,-0.0003620760497786154,0.0018105250889686175,0.015087507907966424,-0.00470729039727924,-0.052079991781382624,6012400,-0.061016357991070136
2012-10-15,-0.00012076793045158255,0.0010867423327700632,0.0045882274812847346,-0.008693576430813699,-0.03534826312713113,6357300,-0.04422961808861246
2012-10-16,0.02596306064395755,0.00941912835211034,0.026929151719095712,0.0048303466931614025,1.7732421116519157,6943000,1.7693292865032852
2012-10-17,0.019656285542093838,0.0077684087543363756,0.021304119836442093,0.0029425612399076595,1.3359453891792927,7339000,1.3308116019928389
2012-10-18,-0.00011536419653813509,-0.0028858364153008242,0.010389034181774282,-0.009234618812234419,-0.034973581123841475,6813600,0.3759799890655827
2012-10-19,-0.03186333299942278,-0.014892645524383186,-0.013160932354158383,-0.036134898309804875,-2.2363019111227778,9874300,-2.25119646374319
2012-10-22,0.014548068035439165,-0.01097065333924796,0.02599570682094332,-0.01872167876554154,0.9817537877255953,17158300,0.9756476886549595
2012-10-23,-0.017630465029843324,-0.013869299156810011,-0.011048460012965111,-0.024682639288137298,-1.2494288398690698,7496100,-1.2616074134917639
