Date,movement_percentage,Open,High,Low,Close,Volume,Adj Close
2012-09-05,-0.0026077710718027097,-0.0003477051399590758,0.004867854481536371,-0.005041724529405656,-0.31860171612225013,2294200,-0.3275033651036445
2012-09-06,0.02876065778009332,0.008715338629043279,0.032944028733356,0.008715338629043279,2.654109961079528,3527400,2.653921915237355
2012-09-07,0.014910199678250755,0.003558081764935217,0.01524906785275637,0.0025415113087927654,1.3415348643687868,2957800,1.3375267861145554
2012-09-10,-0.005676160349750843,-0.0021702837699191235,-0.0006677628380707956,-0.007178664498156406,-0.6093856976797425,3059500,-0.6191346857219692
2012-09-11,0.003861685939199819,0.002686383613649035,0.010241756295636062,-0.001343149608694194,0.2944933959269905,3093300,0.28740277622148486
2012-09-12,0.005184813426786445,0.0016724868316126962,0.008195367069563586,-0.0025087638760601383,0.4198830528762198,2592900,0.4131523932120639
2012-09-13,0.016971663343646994,-0.004159750435047016,0.01913479178188826,-0.011148103063573056,1.5368948914579328,3874700,1.5334455992827447
2012-09-14,-0.0016360928114061346,-0.0006544338348756229,0.013579892723972753,-0.006871727974749442,-0.2265180697017698,4495100,-0.23513736119203602
2012-09-17,0.011471632164401188,-0.004097033846742648,0.012127154943817775,-0.004916387894846164,1.0156699685039339,3667400,1.010686619246101
2012-09-18,-0.005346727241983318,-0.0014581983387227382,0.001296225166685927,-0.012799724684700031,-0.5781661026231676,3283400,-0.5878021751911647
2012-09-19,-0.0017918228017815704,-0.0014660368378213162,0.002117608765741741,-0.007493060794995121,-0.24127623189935715,3120700,-0.2499410415262805
2012-09-20,-0.011912532832506657,-0.00864882520716237,-0.005385101176330953,-0.016808061459548718,-1.2003919412630155,3439500,-1.2118581029608215
2012-09-21,-0.0004954251006042631,0.006606127365310632,0.010074368721928462,-0.000825714035431746,-0.1184196934739613,5240100,-0.12672948056659114
2012-09-24,-0.006444183809946434,-0.006113731160581781,-0.003139491201260003,-0.015201619222965368,-0.6821694612296417,2298900,-0.6921170228529802
2012-09-25,-0.013637069644520333,0.0018293697295712619,0.006153384702659137,-0.013969749199607917,-1.3638222087795064,2931000,-1.3757616594088318
2012-09-26,0.0021918561838591664,0.0016860223563228693,0.005901179949528101,-0.011296610823518405,0.1362475865472234,3861800,0.12868510375944517
2012-09-27,0.013458916147592388,0.007738896235192971,0.017664854927873286,0.004205888040296424,1.2040001628735921,3018100,1.1995885190928577
2012-09-28,-0.008134080215682312,-0.006640123041230739,-0.0014940406180318222,-0.015272227922067838,-0.8423169395209816,3066900,-0.8527543148986325
2012-10-01,0.017573187514809747,0.010376501386166748,0.025941371244453615,0.005857723563077677,1.593899911893523,4571100,1.5906149521135136
2012-10-02,0.01069075640367628,0.00674340451762756,0.012499966929992112,0.001480279692898545,0.9416682228853969,4441900,0.9364684814106938
2012-10-03,-0.007973913751799564,0.0003255333111065184,0.004556599270080897,-0.009113051299243224,-0.8271383432409987,4738500,-0.8375241343608345
2012-10-04,0.005085318245010236,0.007381856658830843,0.011646931960405116,0.0029527063820020683,0.4104541302454994,2859400,0.4037084055299401
2012-10-05,0.0026113428882775717,0.0070180834867401565,0.01077197605701019,-0.0008160764434044232,0.17600134758328842,3563300,0.16856459235391888
2012-10-08,-0.00244180371894529,-0.0063486733038297105,-0.00016275418373978834,-0.01286016625311226,-0.3028733833389054,2737100,-0.3117074722105913
2012-10-09,-0.009791122876032855,0.0004895889547760213,0.0013055322665993518,-0.012565257952088293,-0.9993509462065922,3131000,-1.010232126214751
2012-10-10,-0.0072511537127520065,-0.0014832070998574975,0.001483190532153733,-0.008404762916575215,-0.7586440868650787,3388400,-0.7688042077479735
2012-10-11,0.0008300299827804641,0.007636105616675826,0.012284230129584461,0.000830029982780367,0.007190544213983394,2749900,-0.000758457539555821
2012-10-12,-0.0014928015479887887,0.004810084591142738,0.012771603914413676,-0.003980759661635469,-0.21293869618540096,2529300,-0.22150973175296232
2012-10-15,0.010797375772614411,0.0028239036131347817,0.011960116390292486,-0.0004983555785589289,0.9517722878532203,2247700,0.9466027723003758
2012-10-16,0.011010648780184101,0.0057518487135168606,0.012325390100393463,0.0029580440598435676,0.9719836654465445,2155600,0.966862689564746
2012-10-17,0.006014288048083544,-0.00568920685499863,0.00698962967625727,-0.00568920685499863,0.4984903973598895,3024700,0.49199489183865186
2012-10-18,-0.007594070112850985,-0.0014541279950039954,-0.00032313774957959396,-0.015672968678509647,-0.7911414615882828,5691500,-0.8014007422218422
2012-10-19,0.017421002471991104,-0.010094447984044352,0.03353953037488244,-0.010094447984044352,1.5794776959764252,9899300,1.5761369759321993
2012-10-22,-0.0033605055644412548,-0.0056008801456630675,0.015842535060440754,-0.013922195604735066,-0.38993658044281326,5504600,-0.3990370475389407
2012-10-23,-0.011721274783951685,-0.01268464976313044,-0.009473329883557424,-0.020873474293758965,-1.1822668691727707,3401600,-1.1936735116814303
2012-10-24,-0.008610885458976474,-0.0012997236286518277,0.0034118439426769065,-0.011535337124289224,-0.8875026426744245,3540800,-0.8980494646987912
2012-10-25,0.0067190920136309465,0.020321222637303293,0.020485070381379256,0.000983267693735801,0.5652829991957283,3043100,0.5589805448183633
2012-10-26,0.0009767542184346777,-0.0006511476583853648,0.006674296229307153,-0.006511492949282549,0.021095252375091297,3244200,0.013196357379114676
2012-10-31,-0.0040657180231072005,0.0039030736067022787,0.007155634945620992,-0.010245600916511388,-0.45676789420361474,3598300,-0.46604321669850685
