Date,movement_percentage,Open,High,Low,Close,Volume
2012-09-05,0.0005729017473504191,0.7098030902898947,0.23137041148561843,0.3106882973421541,0.006347470064490816,1213200
2012-09-06,0.02118517034068136,0.7093853347286907,1.6348219528227022,1.1192531914993427,1.7196052902118548,2269400
2012-09-07,-0.004205158632192705,-0.1576464661152107,-0.3945747281704156,-0.07017370499671981,-0.3907970399307383,2945600
2012-09-10,-0.01604726914414422,-1.7353574745979483,-1.6213976652727546,-1.226359929722105,-1.375093763495387,2224500
2012-09-11,0.012017109813530467,0.6817898699006018,1.0360131980717342,0.9624506922189963,0.9575711976225663,3368500
2012-09-12,-0.00537175587706407,0.10966635110401657,-0.2912394181247347,-0.2803467833227932,-0.48776268171287823,1646200
2012-09-13,0.0099488061398521,-0.18649529638370954,0.6389819653708723,0.10433217063368298,0.7856572024539069,3140100
2012-09-14,0.007599212147458917,-0.23833966361626055,0.4491383947343232,0.18431130226253842,0.5903628192368481,2944100
2012-09-17,0.002234692799851764,0.6385022002057175,0.46756201821431703,0.4405251715266049,0.14447280562654188,2062900
2012-09-18,0.006131465826882205,0.9545786940803532,0.5413934496807291,0.8466998742634289,0.468366162229676,2397200
2012-09-19,0.006925208139900728,0.7119055266801454,0.5100845568110657,0.7936088510059163,0.5343407161126323,2282200
2012-09-20,-0.0011003301843372762,-0.5992079484120313,-0.47095595989702044,-0.211472069832586,-0.13272881253410096,1554100
2012-09-21,-0.002754117247201298,0.3676864111070237,-0.04580303975059561,0.11399519495885095,-0.2701888696588673,826400
2012-09-24,-0.0016569180242176405,-0.4703225579627827,-0.3706406090836256,-0.06293971592048522,-0.17899147716784386,1481500
2012-09-25,-0.0038728628562730806,0.054236702972489705,0.1821546546600646,0.011865814073990542,-0.3631771622778503,1030500
2012-09-26,-0.0041654265018289125,-0.31458751176613303,-0.6726908856385462,-0.2679745632652213,-0.3874945706877893,2003900
2012-09-27,0.0039040433936408173,0.1343049105757245,0.23808233585430302,0.11022464787081593,0.28322647781098326,1002800
2012-09-28,-0.01444444444444453,-0.2619287690239376,-0.4961754146112717,-1.2803880263806489,-1.2418696140694279,2598600
2012-10-01,0.006482497181510894,0.7782871000187176,0.5784034150271161,0.800221033094808,0.4975433103301553,1739800
2012-10-02,0.001120162450858557,0.21474752015410886,0.037633539934551645,0.3385428734549948,0.051834878483383175,1263700
2012-10-03,0.0013985734265734176,0.028564238287783348,0.06246028905709252,0.3895959100708705,0.07497594028346838,1325300
2012-10-04,0.011731899769047585,0.5589380504418736,0.594396724414897,0.8476746059255008,0.9338650084235371,1780300
2012-10-05,0.009387078702731021,0.6570255862515681,0.6823206662647671,0.9684069696140475,0.7389673429616676,1905300
2012-10-08,-0.003008752652933446,-0.699803798299466,-0.7193422079580085,-0.33246990771354734,-0.2913537452368081,1113800
2012-10-09,-0.017832701842724247,-0.8060309874600278,-1.1187011617491347,-1.2594663570581321,-1.523495989060151,1364500
2012-10-10,-0.0013966201507435707,0.055020275621568304,0.010994616712874621,0.08426178237568076,-0.15735594659643415,1106400
2012-10-11,0.00755244755244764,0.6394295336632492,0.49428057941416864,0.9756892270720605,0.5864758231138184,3437400
2012-10-12,0.004997251526929405,0.8189743510641115,0.5626742852586222,0.8450247993845791,0.37409213749928194,1967800
2012-10-15,0.009115966599006344,1.3918250557317515,0.8836439490403754,1.0190439942534497,0.7164329513812495,1138200
2012-10-16,0.01532989365808652,1.5869732854259695,1.2691434536258923,1.4375443954602731,1.2329243351214625,3810100
2012-10-17,0.007009921811809003,0.07784733753070841,0.36147293003925357,0.3168236217008058,0.5413819770108673,2064400
2012-10-18,-0.0029450068511383165,-1.117683783555467,-0.6168252981514407,-0.7556833645815344,-0.28605529917141903,6757100
2012-10-19,-0.01611178753427548,-0.48349762542320085,-0.6904172229492875,-1.0771634650764002,-1.3804564258309338,1833200
2012-10-22,-0.004366785053678801,0.5455636292684657,0.19821175577802,-0.3308278128088843,-0.40423116191006647,1690300
2012-10-23,-0.020833305921052453,-1.6122579021156285,-1.8898340631937536,-1.732564334943589,-1.7729012585036723,1907600
2012-10-24,-0.0013998599832067136,0.5868238399713342,0.2662810063783069,0.13453111222638608,-0.15762523613524534,1725300
2012-10-25,0.02831516839445856,4.048149638371356,3.424104990188043,2.7136407182127744,2.3122389863990573,5978600
2012-10-26,-0.0008178298800435955,0.13076647558821078,-0.19862791585647388,-0.08165349359849444,-0.10924785247705389,3484700
2012-10-31,0.0010913232692320075,0.7267451300837449,0.37146657333331007,0.36535742618424283,0.049437813200412684,1821700
2012-11-01,0.0032707005524856923,0.5706578351620296,0.22205243259366433,0.48956691315259776,0.2305840638753118,2169000
2012-11-02,-0.006248274755548075,-0.4630668684661299,-0.49563033038962,-0.15414260953081696,-0.5606174873966872,1174800
2012-11-05,-0.0019137232414584693,-0.23221349440246528,-0.5454370488517319,-0.08301387569581088,-0.20033670390503125,804100
2012-11-06,0.009586497375321516,0.7036352275694756,0.5985487881154229,0.839261936732116,0.7555426946145909,1687700
2012-11-07,-0.01844820894063452,-1.4413298899309286,-1.7766600605460243,-1.6857135749090528,-1.5746559253901158,1496300
2012-11-08,-0.0033167219458264227,-0.0245544830492256,-0.0693718864376724,0.11292092331126928,-0.31695164568260914,1614700
2012-11-09,-0.0038825012789101172,-0.4721873421195394,-0.26950077212587553,-0.03966726103067926,-0.3639782920943953,2011900
2012-11-12,0.001670434391449499,0.23978743975425237,0.18634678425276638,0.49116633697696316,0.09757257596953936,2436300
2012-11-13,0.007226292384658146,-0.23566585747283486,0.7909700908393693,0.1112413662284565,0.5593663426960567,1659800
2012-11-14,-0.006622571378445205,0.1850422838538772,-0.19533404866161083,-0.26365204062564807,-0.5917284062812158,1500700
2012-11-15,-0.004999999999999992,-0.4201835679912054,-0.294384462597864,-0.21756344778338538,-0.45686294543776407,1510500
2012-11-16,-0.006700111669458401,-0.3426413277469275,-0.775168495495023,-0.9837214495944614,-0.5981734275729408,2051600
2012-11-19,0.01630123573348861,0.9361428303240236,1.2390302130370587,1.3368161003560928,1.3136606887734414,1187700
2012-11-20,0.007190210176991236,0.2905415008299704,0.5837903076088844,0.490651212707285,0.5563672490167834,1604400
2012-11-21,0.0,-0.23311537456166695,-0.44601736427964883,0.08990338546430529,-0.04127117969159027,977400
2012-11-23,0.020867711195371293,1.487554997175368,1.5486713473669704,1.6907740466224959,1.6932186088615142,925200
2012-11-26,0.001344809037116653,0.07759945792200261,-0.22671903001804408,0.2680567792541111,0.07050713277375333,1002900
2012-11-27,0.0021488315874295697,0.5365261539502053,0.30955794682654764,0.5374179395385565,0.1373361630506157,1860300
2012-11-28,0.010989010694478505,0.40807366125356415,0.648628050643683,0.5615701242632459,0.8721172919727948,3126500
2012-11-29,0.007688149318978003,0.7306103794132833,0.4438595791476551,0.7531950701377816,0.5977551304672704,2370300
