Date,movement_percentage,Open,High,Low,Close,Volume
2016-12-29,0.01075268817204283,0.3063187872395909,0.07371919904405742,0.7858330435061319,0.5792032989337029,8447300
2016-12-28,-0.0008183033278777021,0.5402212914292626,0.1843658261129901,0.4588244693682582,-0.0408520573425051,12583100
2016-12-27,0.012011984384057216,0.3509261428730898,0.3929922367296121,0.9461563311679994,0.6466852741303157,8995700
2016-12-23,-0.0026975721607768234,-0.14512584809454188,-0.6328758456995899,0.16568376637026389,-0.14155653938538376,6286000
2016-12-22,-0.0010819853642958712,0.324375415839092,-0.16937586158952597,0.35240885778046566,-0.0549820010933069,10783100
2016-12-21,0.0013539128080150868,0.3952757319711211,0.024461167711218028,0.5401905301226434,0.07555060789661436,14320600
2016-12-20,0.006219551108707586,-0.016323655074259782,-0.18234880001630593,0.4463455290130041,0.33628583443858695,18544500
2016-12-19,-0.008599838984139727,-0.9966275049391632,-0.8500476378495253,-0.6858305701734227,-0.4578416354398312,18689200
2016-12-16,-0.01572236421041929,-0.18124629434931772,-0.5430589506423239,-0.5084805701761153,-0.8395167854732052,37794500
2016-12-15,0.013219498396598691,0.5332876767611759,0.5977789934017201,0.8675426600867748,0.7113923937630751,23717700
2016-12-14,-0.00652356600914463,-0.08734361726543328,-0.3877714804434241,0.12218431793220531,-0.34658028162705573,30351600
2016-12-13,0.006839945467577167,-0.6228071822277431,-0.07415794589693525,-0.27423977800963545,0.369530940981384,35358100
2016-12-12,-0.022554294091149195,-1.184987032417284,-1.436199540208215,-0.9558554582348915,-1.2056197867829168,21914900
2016-12-09,-0.005838281739274913,-0.2467457036760604,-0.6099272518597244,0.043104183420721726,-0.3098579158637197,16291200
2016-12-08,-0.0016777685502108455,-0.3211792902906129,-0.15760540436133658,-0.1818707664265924,-0.0869082673608478,19915500
2016-12-07,-0.005602268750636738,-1.2342521325274878,-0.6906828187683814,-1.1694856213045304,-0.29721067489419134,21555100
2016-12-06,-0.021971802816901313,-1.339190976831646,-1.5235216300748378,-1.1094176182819706,-1.1744057949150644,15101300
2016-12-05,-0.00950466562486563,-0.49399901083085074,-0.9287968758595652,-0.5042805593387044,-0.5063286302740553,14418200
2016-12-02,-0.006687961811223271,-0.827299853507178,-0.6972898555141089,-0.5722482474052251,-0.35538976849158815,21440700
